T,X,beta_B,beta_W,N,nScenarios_agg,nScenarios_eco,ratio,pct_error_beta_B_using_T,pct_error_beta_W_using_T,beta_B_est,beta_W_est,abs_error_beta_B,abs_error_beta_W,pct_error_beta_B,pct_error_beta_W,eco_improvement2_B,eco_improvement2_W,estimation_difference_B,estimation_difference_W,x_BT_est,x_WT_est,x_BTnot_est,x_WTnot_est,x_BT,x_WT,x_BTnot,x_WTnot,obj_groundtruth_True_membership_0_estimates_True_eco_True,obj_groundtruth_True_membership_0_estimates_True_eco_False,obj_groundtruth_True_membership_0_estimates_False_eco_True,obj_groundtruth_True_membership_0_estimates_False_eco_False,obj_groundtruth_False_membership_0_estimates_True_eco_True,obj_groundtruth_False_membership_0_estimates_True_eco_False,obj_groundtruth_False_membership_0_estimates_False_eco_True,obj_groundtruth_False_membership_0_estimates_False_eco_False,obj_groundtruth_True_membership_1_estimates_True_eco_True,obj_groundtruth_True_membership_1_estimates_True_eco_False,obj_groundtruth_True_membership_1_estimates_False_eco_True,obj_groundtruth_True_membership_1_estimates_False_eco_False,obj_groundtruth_False_membership_1_estimates_True_eco_True,obj_groundtruth_False_membership_1_estimates_True_eco_False,obj_groundtruth_False_membership_1_estimates_False_eco_True,obj_groundtruth_False_membership_1_estimates_False_eco_False,obj_groundtruth_True_membership_None_estimates_True_eco_True,obj_groundtruth_True_membership_None_estimates_True_eco_False,obj_groundtruth_True_membership_None_estimates_False_eco_True,obj_groundtruth_True_membership_None_estimates_False_eco_False,obj_groundtruth_False_membership_None_estimates_True_eco_True,obj_groundtruth_False_membership_None_estimates_True_eco_False,obj_groundtruth_False_membership_None_estimates_False_eco_True,obj_groundtruth_False_membership_None_estimates_False_eco_False
0.8908,0.14,0.65,0.93,50,15890700.0,4319350.0,3.678956324446965,-0.37046153846153845,0.04215053763440861,0.524,0.9504,-0.126,0.020399999999999974,-0.19384615384615383,0.021935483870967713,0.17661538461538462,0.0202150537634409,0.3668,0.059599999999999986,3.6680000000000006,40.867200000000004,3.3320000000000003,0.3471999999999999,4.550000000000001,39.99,2.45,0.4899999999999997,34.74269873169902,34.399949162815666,34.42481313174182,35.700425780569205,34.08284569383324,36.293699919976184,35.63701928969488,36.66439809868455,77.32526246943013,65.6629807039671,63.44309511611127,44.47632245434472,65.99336372408072,39.481522848085554,53.044035966507636,36.14339773368529,40.70425765498138,38.77677357857687,38.48737260955355,36.929051314897784,38.55031821806804,36.73999512991152,38.07400162444873,36.59145804758471
0.835,0.02,0.59,0.84,50,2505433700.0,450978066.0,5.555555555555555,-0.4152542372881356,0.005952380952380958,0.5107,0.8416,-0.07929999999999993,0.0016000000000000458,-0.13440677966101683,0.0019047619047619594,0.28084745762711877,0.004047619047618999,0.3242999999999999,0.00660000000000005,0.5107,41.2384,0.48929999999999996,0.15839999999999999,0.59,41.16,0.41000000000000003,0.16000000000000003,44.49861484903809,43.03521348354448,41.63384667632356,42.633261382996814,43.726297300443676,45.070188951059286,42.896289021587855,44.17361991525542,48.25616594523659,22.40983157179994,117.7614616964934,43.48571920659016,48.25616594523657,9.461928885871089,117.76146169649338,21.259684945444075,44.57376587096207,42.622705845309596,43.15639897672696,42.650310539468684,43.81689467333946,44.35802374975553,44.393592475085846,43.71534121585917
0.7437,0.43,0.51,0.92,50,354860518600.00006,133326648.0,2661.5873414893026,-0.4582352941176471,0.1916304347826087,0.5055,0.9233,-0.0045000000000000595,0.0032999999999999696,-0.008823529411764822,0.0035869565217390973,0.4494117647058823,0.1880434782608696,0.23820000000000008,0.17959999999999998,10.86825,26.314050000000005,10.63175,1.64905,10.965,26.220000000000006,10.535,1.719999999999999,38.92183017708926,32.541633357077146,41.182537754206116,36.724070718256584,37.96031589841021,44.51448568931391,40.05270191120393,44.625114361244364,69.03772976195326,75.802246147338,61.572641289156294,72.49117707249665,65.77933434779756,53.33372657088678,63.38030124643533,51.289057574693814,51.57050800273217,50.711090728986704,49.746381238885206,51.74625538703743,49.64430364715341,48.218566859575056,49.85029363200095,47.42397051089344
0.7106000000000001,0.39,0.43,0.89,50,2250829575120.0,306862920.0,7334.967597649139,-0.6525581395348841,0.20157303370786506,0.4606,0.8703,0.030600000000000016,-0.01970000000000005,0.07116279069767446,-0.022134831460674215,0.5813953488372096,0.17943820224719084,0.2500000000000001,0.15969999999999984,8.9817,26.54415,10.5183,2.529150000000001,8.385,27.145,11.115000000000002,2.1449999999999996,34.22703355933598,36.20498043552244,30.98905080762801,35.136829796214016,35.48154725850109,46.39747154391975,34.452096926759246,43.10718968031074,62.12577840189041,63.675868775155884,73.91519202626986,64.77385840978015,64.60536750843093,45.3375602363823,69.93938449678723,50.31770272156456,44.828556599506676,46.64391800458314,47.30098447071192,46.39890066936916,46.54859895347423,45.99470524705557,47.937266203369845,45.84718463598699
0.5920000000000001,0.42,0.36,0.76,50,67327446062800.016,181487498400.0,370.97566860726545,-0.6444444444444447,0.22105263157894728,0.3658,0.7557,0.005800000000000027,-0.0042999999999999705,0.016111111111111187,-0.005657894736842067,0.6283333333333335,0.2153947368421052,0.22620000000000007,0.16369999999999996,7.6818,21.915300000000006,13.3182,5.130299999999999,7.56,22.040000000000003,13.44,5.04,39.52814396059274,41.82175148878319,35.403775679504115,38.938887774141655,36.219019890679526,52.775348315844255,37.28772188728542,47.45596046108158,65.4603140501038,50.67843881132203,65.48022918051804,61.841759253649805,66.00032496687632,41.47266402689442,61.8915570511251,48.12181130971416,50.41965539818741,45.54156016424951,48.03588614992998,48.55809379553508,48.727168022682164,48.02822091448529,47.621332656098105,47.735617817507034
0.7163999999999999,0.56,0.58,0.89,50,2250829575120.0,6388568550.0,352.32142498024854,-0.2351724137931034,0.195056179775281,0.5527,0.9247,-0.02729999999999999,0.03469999999999995,-0.047068965517241365,0.038988764044943766,0.18810344827586203,0.15606741573033722,0.16369999999999996,0.20830000000000004,15.475600000000002,20.343399999999995,12.524400000000002,2.1084000000000014,16.240000000000002,19.58,11.760000000000003,3.08,35.69886461260959,36.072691890820856,35.30061063894902,33.08942014582968,35.578460748882435,43.93178451427675,35.16705309101053,44.56907925736662,53.7153593195587,52.356869179186454,58.37420933262333,56.167594842096044,54.71157672832961,48.24186003761648,53.97403146591789,46.692898824850076,45.7881016485011,45.191831172305605,48.22182590740665,46.01319797573885,46.293005697373175,46.34542680734709,45.69896098095897,45.75841821515761
0.8892,0.28,0.63,0.99,50,15890700.0,108108.0,146.989121989122,-0.4114285714285714,0.10181818181818182,0.6581,0.979,0.028100000000000014,-0.01100000000000001,0.044603174603174624,-0.011111111111111122,0.3668253968253968,0.0907070707070707,0.23109999999999997,0.08979999999999999,9.213400000000002,35.244,4.7866,0.2940000000000003,8.820000000000002,35.64,5.180000000000001,0.14000000000000015,33.81779779896529,32.230817715474124,28.542093470448883,31.7455213481052,31.86083861652786,39.153622377612926,28.231758026044957,38.09728619229813,51.86284340424528,48.24556717269055,64.8997753912463,49.7039059036352,52.08381469270493,31.548746700606415,68.10350741690988,32.97957113119205,38.87041056844368,36.714947563494725,38.72224440827217,36.773869023653596,37.52327191785734,37.0242571880509,39.39584785548703,36.664325975188255
0.8572,0.16,0.58,0.91,50,536878650.0,7835100.0,68.5222460466363,-0.47793103448275864,0.058021978021978095,0.5028,0.9246,-0.07719999999999994,0.014599999999999946,-0.13310344827586196,0.016043956043955983,0.3448275862068967,0.04197802197802211,0.35439999999999994,0.06740000000000002,4.0224,38.8332,3.9776,0.6032000000000002,4.64,38.22,3.3600000000000003,0.7199999999999998,36.600798774845394,35.76890290774298,36.258296188047694,36.40605659315523,37.75052382421759,39.764509772246406,35.16743250130944,38.43315558454784,37.19822227225585,57.71329097738465,53.50532772730122,60.17991979667971,33.9847678642719,32.605163964155956,51.576129789105096,41.53214562078174,36.69638653443107,39.28000499888565,39.01782123432826,40.20987470571915,37.1480028706262,38.61901444295197,37.79282406735686,38.92899399034534
0.8300000000000001,0.6,0.73,0.98,50,2505433700.0,286143000.0,8.755879752431477,-0.13698630136986314,0.15306122448979584,0.7427,0.9608,0.012700000000000045,-0.019199999999999995,0.017397260273972665,-0.019591836734693873,0.11958904109589047,0.13346938775510195,0.08730000000000004,0.13079999999999992,22.281000000000002,19.216,7.718999999999999,1.1760000000000004,21.9,19.6,8.100000000000001,0.6000000000000005,29.206350131496745,34.539444151748945,37.243655749044876,31.48423310506815,29.717990807049116,42.99102428726369,38.63144467851312,38.16703850777666,54.44721094125148,49.930661672732555,42.64590347809752,52.43564784396023,52.862633258546296,40.70081125956284,43.92145183670853,43.410953756009114,44.35086661734959,43.774174664339114,40.485004386476454,44.055081948403405,43.60477627794735,41.61689647064324,41.80544897343026,41.3133876567161
0.8459,0.29,0.64,0.93,50,536878650.0,1191190.0,450.70782159017455,-0.32171874999999994,0.09043010752688178,0.5586,0.9632,-0.08140000000000003,0.033199999999999896,-0.12718750000000004,0.035698924731182684,0.1945312499999999,0.0547311827956991,0.2873,0.11729999999999996,8.099699999999999,34.193599999999996,6.4003,0.5336000000000007,9.28,33.015,5.219999999999999,1.0149999999999992,36.1240592828003,35.39930473849798,40.89287865839339,37.8284073236591,35.986803351838695,41.04110404959188,40.03510673266564,39.08623127189351,51.60742975225896,51.55999109793413,39.94139893340384,54.25048421808983,54.922669813544346,36.41110913778625,37.57786070075608,42.82008796887557,40.45940301424872,39.92429691914011,40.62646433539632,42.42658885409971,41.2888459611163,39.744705474286405,39.347077843731,40.13171114704858
